path	author	header	created	sphere    	topic	style	audience_age	audience_level    	audience_size	source	publication	publ_year    	medium	country	region	language
.\paper\plain\2018\04\236.txt	Super User	Волгоградский областной кардиоцентр организует «День открытых дверей»	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2863	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\237.txt	Super User	В Волгоградской области вспоминают жертв аварии на Чернобыльской АЭС	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2864	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\238.txt	Super User	Андрей Бочаров: в решении вопросов тарифообразования мы должны защитить интересы людей	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2865	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\239.txt	Super User	В Волгоградской области продолжается серия обучающих «Краеведческих четвергов»	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2866	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\240.txt	Super User	Жители волгоградского региона активно оформляют Паспорта болельщика ЧМ-2018	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2867	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\241.txt	Super User	Отметили профессиональных служащих	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2868	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\242.txt	Super User	Журавли прилетели	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2869	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\243.txt	Super User	Наш опыт включают  в методические пособия	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2870	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\244.txt	Super User	Полис полису рознь	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2871	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\245.txt	Super User	Большая удача, если у реки есть дача	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2872	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\246.txt	Super User	«Плавать  учатся  на берегу!»	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2873	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\247.txt	Super User	Новости образования	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2874	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\248.txt	Super User	День  многонациональной культуры	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2875	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\249.txt	Super User	Будни  местных органов власти	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2876	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\250.txt	Super User	От искры до пожара — один шаг	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2877	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\251.txt	Super User	Сергей Горняков встретился с будущими «политиками федерального масштаба»	26.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2878	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\252.txt	Super User	Андрей Бочаров совершает облет пострадавших от паводка территорий 	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2879	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\253.txt	Super User	Более тысячи профессиональных спортсменов и любителей объединит «Волгоградский марафон»	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2880	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\254.txt	Super User	В Волгоградском регионе проходит межрегиональная конференция по вопросам защиты материнства и детства	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2881	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\255.txt	Super User	Волгоградский краеведческий музей представит уникальную коллекцию наград	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2882	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\256.txt	Super User	Андрей Бочаров: наша задача — помочь людям, оказавшимся в трудной жизненной ситуации	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2883	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\257.txt	Super User	В МФЦ Волгограда стартовала выдача автопропусков на период ЧМ-2018	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2884	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\258.txt	Super User	Волгоградская область стала площадкой для V Всероссийского научно-технического фестиваля «ВУЗПРОМФЕСТ-2018»	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2885	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\259.txt	Super User	Народный проект	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2886	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\260.txt	Super User	С  заседания  комиссии по противодействию кор-рупции	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2887	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\261.txt	Super User	Все — на городской  субботник!	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2888	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\262.txt	Super User	Привить детям любовь к науке	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2889	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\263.txt	Super User	Здесь не лгут!	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2890	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\264.txt	Super User	Пожар в храме	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2891	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\265.txt	Super User	Библиотеки — юбилею	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2892	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\266.txt	Super User	Что такое стационар на дому?	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2893	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\267.txt	Super User	Будут ли восстанавливаться зеленые насаждения города?	29.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2894	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\268.txt	Super User	Спасибо за помощь!	30.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2895	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\269.txt	Super User	Маленькие  патриоты  с  большими  планами	30.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2896	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\270.txt	Super User	Соблюдать пожарную безопасность!	30.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2897	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\271.txt	Super User	Борцы радуют успехами	30.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2898	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\272.txt	Super User	Если мешают проезду…	30.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2899	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\1.txt	Super User	О математике, ЕГЭ и не только	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2900	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\2.txt	Super User	Дорогая взятка	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2901	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\3.txt	Super User	Завершен отопительный сезон	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2902	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\4.txt	Super User	Ушел и не вернулся	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2903	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\5.txt	Super User	Большое событие для маленького города	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2904	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\273.txt	Super User	В Волгограде встретились активисты проекта «Народный контроль» Южного федерального округа	27.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2905	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\04\274.txt	Super User	Дмитрий Медведев провел рабочую встречу с Андреем Бочаровым	28.04.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2906	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\6.txt	Super User	В Волгограде растет количество участников ПГ	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2907	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\7.txt	Super User	В Волгоградской области состоится премьера симфонической «Поэмы»	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2908	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\8.txt	Super User	На Мамаевом Кургане открыт памятный знак героям-казахстанцам	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2909	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\9.txt	Super User	В Волгоградской области введен режим ограничения пребывания в лесах	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2910	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\10.txt	Super User	Андрей Бочаров: судебная система Волгоградской области на высоком уровне выполняет задачу по защите прав граждан, интересов государства	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2911	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\11.txt	Super User	Госжилнадзор Волгоградской области намерен лишить лицензий еще семь управляющих компаний	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2912	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\12.txt	Super User	Профсоюзы Волгоградской области отмечают Первомай	01.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2913	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\13.txt	Super User	Андрей Бочаров: международный аэропорт Волгограда после реконструкции примет гостей на новом уровне	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2914	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\14.txt	Super User	Самой-самой  стала Алла	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2915	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\15.txt	Super User	Самые инициативные получили мандаты	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2916	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\16.txt	Super User	С заседания коллегии	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2917	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\17.txt	Super User	Весной главное — успеть	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2918	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\18.txt	Super User	Приметы наступающего лета	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2919	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\19.txt	Super User	«Единая Россия» в Волгограде вышла на первомайскую демонстрацию	03.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2920	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\20.txt	Super User	Андрей Бочаров: мемориальный парк откроется в День России	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2921	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\21.txt	Super User	В Волгоградской области совершенствуют меры поддержки ветеранов Великой Отечественной войны	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2922	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\22.txt	Super User	В Волгоградской области за антисанитарию в подъездах УК будут платить штрафы	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2923	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\23.txt	Super User	Андрей Бочаров принял участие в работе наблюдательного совета оргкомитета «Россия-2018»	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2924	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\24.txt	Super User	Андрей Бочаров совершает облет пострадавших от паводка территорий	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2925	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\25.txt	Super User	Для жителей и гостей Волгоградской области на Мамаевом кургане засияет «Свет Великой Победы»	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2926	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\26.txt	Super User	Андрей Бочаров посетил генеральную репетицию парада Победы	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2927	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\27.txt	Super User	В Волгограде проходит первая акция «Мои Документы» помогают строить и ремонтировать»	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2928	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\28.txt	Super User	В регионе стартовал VII фотоконкурс «Волгоградская область в фотообъективе»	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2929	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\29.txt	Super User	Андрей Бочаров: в Волгоградской области снят режим ЧС	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2930	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\30.txt	Super User	С заседания антитеррористической комиссии	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2931	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\31.txt	Super User	«Главное, ребята, сердцем не стареть!»	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2932	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\32.txt	Super User	«Верники» за знания	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2933	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\33.txt	Super User	Можно ли на «В»?	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2934	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\34.txt	Super User	Где тротуар?	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2935	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\35.txt	Super User	С дочкой не живет, а капитал получила…	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2936	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\36.txt	Super User	А вдруг ищут?	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2937	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\37.txt	Super User	Соревновалась призывная молодежь	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2938	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\38.txt	Super User	В тройке призеров	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2939	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\39.txt	Super User	Волгоградская область направила пять заявок на федеральный конкурс проектов создания комфортной городской среды	06.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2940	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\40.txt	Super User	В Волгоградской области подведены итоги международного фестиваля короткометражных фильмов «Вкратце!»	05.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2941	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\41.txt	Super User	Андрей Бочаров проинспектировал работу отделений Урюпинской ЦРБ	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2942	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\42.txt	Super User	Андрей Бочаров: к 400-летию Урюпинска начнет работу новый культурный театрально-досуговый центр	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2943	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\43.txt	Super User	Андрей Турчак: В современных условиях говорить об однопартийности просто невозможно	04.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2944	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\44.txt	Super User	Андрей Бочаров принял участие в Уроке Мужества на Лысой горе	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2945	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\45.txt	Super User	В Волгограде пройдет встреча юношеских сборных России и Германии по футболу	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2946	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\46.txt	Super User	Андрей Бочаров: «В малых городах — корни России, источник ее славы»	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2947	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\47.txt	Super User	Урюпинцы встретили Первомай	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2948	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\48.txt	Super User	Дорогие Урюпинцы!	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2949	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\49.txt	Super User	Пригласительный билет	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2950	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\50.txt	Super User	Служба 02 сообщает	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2951	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\51.txt	Super User	Каждый из нас  побывал в их руках	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2952	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\52.txt	Super User	Превозмогая трудности и боль	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2953	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\53.txt	Super User	Хроника половодья	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2954	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\54.txt	Super User	17 мая «Круг доверия» объединит российских подростков и их родителей	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2955	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\55.txt	Super User	Специалисты предлагают рекомендации по уходу за озимыми культурами	07.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2956	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\56.txt	Super User	В Волгограде продлен срок приема заявлений для участия в ПГ «Единой России» до 15 мая	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2957	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\57.txt	Super User	«Мин нет, путь на запад свободен. Елошин»	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2958	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\58.txt	Super User	Отголоски	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2959	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\59.txt	Super User	Вглядитесь в эти лица	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2960	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\60.txt	Super User	Военкомат. «Сороковые, роковые»	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2961	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\61.txt	Super User	Волгоградский регион расширяет сотрудничество с Республикой Нигерия	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2962	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\62.txt	Super User	Андрей Бочаров принял участие в инаугурации Президента России Владимира Путина	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2963	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\63.txt	Super User	В Волгоградской области растет объем производства промышленной продукции	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2964	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\64.txt	Super User	В Волгоградской области объем ипотечных кредитов вырос на 80%	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2965	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\65.txt	Super User	Волгоградский музей «Россия — моя история» подготовил к 9 мая праздничную программу	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2966	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\66.txt	Super User	В волгоградском регионе стартовал конкурс видеороликов о туризме	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2967	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\67.txt	Super User	В Волгоградской области определены победители международного фестиваля графики	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2968	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\68.txt	Super User	Андрей Бочаров почтил память защитников Отечества у Вечного огня на площади Павших борцов	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2969	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\69.txt	Super User	Волгоградские партийцы приняли участие в церемонии инаугурации Президента РФ	08.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2970	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\70.txt	Super User	В День Победы ветераны вместе с Андреем Бочаровым приветствуют парад	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2971	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\71.txt	Super User	В День Победы ветераны с Андреем Бочаровым возложили цветы к Вечному огню	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2972	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\05\72.txt	Super User	Тысячи волгоградцев выстраиваются в колонны «Бессмертного полка»	09.05.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/2973	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
